"","new_id","colony","band_number","species_code","age","sex","fat","wing","weight","hour","minute","initials","day","month","year","banding_site","band.size","notes","tag","detected_Motus","measured","Notes","day_end_breeding","month_end_breeding","type","end_date_checked","day_end_colony","month_end_colony","release","last_day","ordinal_release","ordinal_last_day","lat2","lon2","id","count","ordinal_date","count2","date","state_evening","twilight","time_since_sunset","state_morning","sunrise","time_since_sunrise","roost","distance","time_departure","hour_sunset","direction"
"256","160 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,1,160,86400,2015-06-09 15:00:00,NA,2015-06-09 01:35:00,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-10 00:13:07,0,94.5157070945645
"305","161 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,2,161,172800,2015-06-10 15:00:00,NA,2015-06-10 01:35:39,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-11 00:13:46,0,94.5157070945645
"354","162 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,3,162,259200,2015-06-11 15:00:00,NA,2015-06-11 01:36:16,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-12 00:14:23,0,94.5157070945645
"403","163 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,4,163,345600,2015-06-12 15:00:00,NA,2015-06-12 01:36:51,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-13 00:14:59,0,94.5157070945645
"456","164 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,5,164,432000,2015-06-13 15:00:00,NA,2015-06-13 01:37:24,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-14 00:15:32,0,94.5157070945645
"509","165 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,6,165,518400,2015-06-14 15:00:00,NA,2015-06-14 01:37:55,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-15 00:16:03,0,94.5157070945645
"562","166 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,7,166,604800,2015-06-15 15:00:00,NA,2015-06-15 01:38:24,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-16 00:16:32,0,94.5157070945645
"615","167 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,8,167,691200,2015-06-16 15:00:00,NA,2015-06-16 01:38:51,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-17 00:16:59,0,94.5157070945645
"668","168 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,9,168,777600,2015-06-17 15:00:00,NA,2015-06-17 01:39:16,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-18 00:17:23,0,94.5157070945645
"721","169 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,10,169,864000,2015-06-18 15:00:00,NA,2015-06-18 01:39:38,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-19 00:17:46,0,94.5157070945645
"772","170 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,11,170,950400,2015-06-19 15:00:00,NA,2015-06-19 01:39:59,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-20 00:18:06,0,94.5157070945645
"822","171 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,12,171,1036800,2015-06-20 15:00:00,NA,2015-06-20 01:40:17,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-21 00:18:24,0,94.5157070945645
"874","172 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,13,172,1123200,2015-06-21 15:00:00,NA,2015-06-21 01:40:32,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-22 00:18:40,0,94.5157070945645
"924","173 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,14,173,1209600,2015-06-22 15:00:00,NA,2015-06-22 01:40:45,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-23 00:18:53,0,94.5157070945645
"972","174 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,15,174,1296000,2015-06-23 15:00:00,NA,2015-06-23 01:40:56,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-24 00:19:04,0,94.5157070945645
"1021","175 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,16,175,1382400,2015-06-24 15:00:00,NA,2015-06-24 01:41:05,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-25 00:19:13,0,94.5157070945645
"1067","176 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,17,176,1468800,2015-06-25 15:00:00,NA,2015-06-25 01:41:11,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-26 00:19:19,0,94.5157070945645
"1111","177 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,18,177,1555200,2015-06-26 15:00:00,NA,2015-06-26 01:41:15,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-27 00:19:23,0,94.5157070945645
"1152","178 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,19,178,1641600,2015-06-27 15:00:00,NA,2015-06-27 01:41:16,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-28 00:19:24,0,94.5157070945645
"1191","179 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,20,179,1728000,2015-06-28 15:00:00,NA,2015-06-28 01:41:15,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-29 00:19:23,0,94.5157070945645
"1234","180 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,21,180,1814400,2015-06-29 15:00:00,NA,2015-06-29 01:41:12,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-30 00:19:20,0,94.5157070945645
"1276","181 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,22,181,1900800,2015-06-30 15:00:00,NA,2015-06-30 01:41:06,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-01 00:19:14,0,94.5157070945645
"1313","182 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,23,182,1987200,2015-07-01 15:00:00,NA,2015-07-01 01:40:58,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-02 00:19:05,0,94.5157070945645
"1349","183 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,24,183,2073600,2015-07-02 15:00:00,NA,2015-07-02 01:40:47,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-03 00:18:55,0,94.5157070945645
"1385","184 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,25,184,2160000,2015-07-03 15:00:00,NA,2015-07-03 01:40:34,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-04 00:18:41,0,94.5157070945645
"1417","185 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,26,185,2246400,2015-07-04 15:00:00,NA,2015-07-04 01:40:18,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-05 00:18:26,0,94.5157070945645
"1443","186 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,27,186,2332800,2015-07-05 15:00:00,NA,2015-07-05 01:40:00,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-06 00:18:08,0,94.5157070945645
"1466","187 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,28,187,2419200,2015-07-06 15:00:00,NA,2015-07-06 01:39:40,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-07 00:17:47,0,94.5157070945645
"1487","188 237","Kingswood",243050977,"BANS",1,"F",3,95,14.5,11,0,"JK",8,6,2015,"Kingswood",0,"#3 tag 237, bp=mid inc",237,"yes","yes","Last day is morning of July 07; bird dead or radio off around July 09 when constant signal received.  No detection on July 08.",6,7,"lake","yes",6,7,2015-06-08 15:00:00,2015-07-07 03:59:00,159,188,42.66121191,-81.0630592,237,29,188,2505600,2015-07-07 15:00:00,NA,2015-07-07 01:39:17,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-08 00:17:24,0,94.5157070945645
"211","159 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,0,159,0,2015-06-08 15:00:00,NA,2015-06-08 01:34:19,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-09 00:12:26,0,94.5157070945645
"257","160 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,1,160,86400,2015-06-09 15:00:00,NA,2015-06-09 01:35:00,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-10 00:13:07,0,94.5157070945645
"306","161 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,2,161,172800,2015-06-10 15:00:00,NA,2015-06-10 01:35:39,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-11 00:13:46,0,94.5157070945645
"355","162 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,3,162,259200,2015-06-11 15:00:00,NA,2015-06-11 01:36:16,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-12 00:14:23,0,94.5157070945645
"404","163 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,4,163,345600,2015-06-12 15:00:00,NA,2015-06-12 01:36:51,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-13 00:14:59,0,94.5157070945645
"457","164 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,5,164,432000,2015-06-13 15:00:00,NA,2015-06-13 01:37:24,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-14 00:15:32,0,94.5157070945645
"510","165 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,6,165,518400,2015-06-14 15:00:00,NA,2015-06-14 01:37:55,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-15 00:16:03,0,94.5157070945645
"563","166 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,7,166,604800,2015-06-15 15:00:00,NA,2015-06-15 01:38:24,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-16 00:16:32,0,94.5157070945645
"616","167 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,8,167,691200,2015-06-16 15:00:00,NA,2015-06-16 01:38:51,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-17 00:16:59,0,94.5157070945645
"669","168 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,9,168,777600,2015-06-17 15:00:00,NA,2015-06-17 01:39:16,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-18 00:17:23,0,94.5157070945645
"722","169 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,10,169,864000,2015-06-18 15:00:00,NA,2015-06-18 01:39:38,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-19 00:17:46,0,94.5157070945645
"773","170 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,11,170,950400,2015-06-19 15:00:00,NA,2015-06-19 01:39:59,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-20 00:18:06,0,94.5157070945645
"823","171 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,12,171,1036800,2015-06-20 15:00:00,NA,2015-06-20 01:40:17,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-21 00:18:24,0,94.5157070945645
"875","172 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,13,172,1123200,2015-06-21 15:00:00,NA,2015-06-21 01:40:32,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-22 00:18:40,0,94.5157070945645
"925","173 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,14,173,1209600,2015-06-22 15:00:00,NA,2015-06-22 01:40:45,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-23 00:18:53,0,94.5157070945645
"973","174 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,15,174,1296000,2015-06-23 15:00:00,NA,2015-06-23 01:40:56,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-24 00:19:04,0,94.5157070945645
"1022","175 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,16,175,1382400,2015-06-24 15:00:00,NA,2015-06-24 01:41:05,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-25 00:19:13,0,94.5157070945645
"1068","176 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,17,176,1468800,2015-06-25 15:00:00,NA,2015-06-25 01:41:11,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-26 00:19:19,0,94.5157070945645
"1112","177 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,18,177,1555200,2015-06-26 15:00:00,NA,2015-06-26 01:41:15,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-27 00:19:23,0,94.5157070945645
"1153","178 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,19,178,1641600,2015-06-27 15:00:00,NA,2015-06-27 01:41:16,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-28 00:19:24,0,94.5157070945645
"1192","179 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,20,179,1728000,2015-06-28 15:00:00,NA,2015-06-28 01:41:15,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-29 00:19:23,0,94.5157070945645
"1235","180 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,21,180,1814400,2015-06-29 15:00:00,NA,2015-06-29 01:41:12,-81.87508,NA,NA,NA,0,63.6692904497078,2015-06-30 00:19:20,0,94.5157070945645
"1277","181 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,22,181,1900800,2015-06-30 15:00:00,NA,2015-06-30 01:41:06,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-01 00:19:14,0,94.5157070945645
"1314","182 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,23,182,1987200,2015-07-01 15:00:00,NA,2015-07-01 01:40:58,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-02 00:19:05,0,94.5157070945645
"1350","183 238","Kingswood",243050976,"BANS",1,"F",4,103,15.7,11,0,"JK",8,6,2015,"Kingswood",0,"#2 eggs, tag 238",238,"yes","yes","checked dates",12,7,"lake","yes",20,7,2015-06-08 15:00:00,2015-07-21 03:59:00,159,202,42.66121191,-81.0630592,238,24,183,2073600,2015-07-02 15:00:00,NA,2015-07-02 01:40:47,-81.87508,NA,NA,NA,0,63.6692904497078,2015-07-03 00:18:55,0,94.5157070945645
